#{"t_start": 1682102231.7842994, "env_id": null}
r,l,t
-54.341704,151,52.592887
38.114977,151,52.700158
225.35558,151,52.800588
-88.033855,124,52.883756
-117.044257,68,52.929501
-109.912057,73,52.978773
-76.219732,151,53.084714
-23.657419,151,53.192513
-106.709432,42,53.224057
-100.757717,23,53.241551
-26.223289,151,53.350794
-40.123068,151,53.457322
-53.748536,151,53.564041
-27.225621,151,53.666101
-115.598089,54,53.703003
-27.591904,151,53.806626
-56.510061,151,53.969727
-26.257052,151,54.070422
155.107269,151,54.173591
-109.311432,84,54.231261
-2.169922,151,54.333173
-59.895203,151,54.434253
-46.546466,151,54.535211
-4.856493,151,54.6364
-4.3541,151,54.74022
-18.222802,151,54.844547
-25.12111,151,54.946182
-46.82553,151,55.049509
-120.16441,49,55.0846
-45.872091,151,55.197971
-117.540982,72,55.251854
-24.560626,151,55.362332
-44.309372,93,55.477876
-55.186776,134,55.576509
-29.031165,151,55.690413
-16.055218,151,55.797377
-92.032734,109,55.873712
-61.197961,151,55.978306
-38.672091,151,56.081342
-57.023378,111,56.15938
-111.589924,61,56.202292
9.671712,151,56.309301
-30.3618,151,56.418731
-62.435146,151,56.524525
-39.485246,151,56.628173
-110.552705,37,56.655166
-5.477662,151,56.763922
-81.078291,105,56.843246
-79.684008,151,57.016573
-14.088351,151,57.124213
-27.907187,151,57.229042
-67.857424,151,57.335212
27.514449,151,57.439593
-16.815895,151,57.543428
-106.981002,42,57.573726
-14.499025,151,57.677033
-12.213328,151,57.784181
-44.879955,151,57.888618
-107.467826,36,57.914073
-6.191078,151,58.017091
-51.335345,151,58.121171
-105.711199,21,58.13601
-36.564346,151,58.240453
-32.262513,151,58.345207
-114.894383,78,58.45822
-50.626026,151,58.578102
-40.000378,151,58.68346
-103.375339,15,58.694219
-10.404064,151,58.79721
-90.621529,32,58.819852
4.869473,151,58.925699
-22.596684,151,59.032387
-30.910282,151,59.133429
-57.701444,151,59.247834
-56.777575,151,59.350852
-93.213659,67,59.396523
-37.122925,151,59.496573
-15.041349,151,59.602681
-41.518201,151,59.70338
-65.774511,19,59.716453
-33.551501,151,59.816722
-4.187059,151,59.984431
-29.246203,151,60.084261
-1.997228,151,60.185362
-71.287408,151,60.285314
-70.701456,90,60.344527
-109.864136,125,60.444497
-71.12995,151,60.562309
-54.839844,151,60.662183
-23.904725,151,60.774542
-8.236725,151,60.875698
-26.722897,151,60.976752
-14.299826,151,61.076402
-102.003453,21,61.090858
-79.145363,36,61.115187
-25.567396,151,61.215459
-112.227288,35,61.239195
-56.088753,151,61.393463
-115.403798,37,61.431195
-50.26591,151,61.53145
-27.84512,151,61.631455
-104.685672,20,61.645233
-30.345343,151,61.744873
-38.065502,151,61.845509
-54.957657,151,61.94486
-21.054905,151,62.044181
-5.347893,151,62.147591
-23.370134,151,62.247893
-50.542142,151,62.347868
-108.413768,20,62.361559
275.318173,151,62.461732
-17.637663,151,62.5607
-32.159798,151,62.661554
-124.759649,93,62.723105
-27.116538,151,62.889454
47.628093,151,62.989378
-21.614644,151,63.089019
-24.354785,151,63.189032
-22.016017,151,63.289488
-36.278974,151,63.389557
-126.360477,72,63.43757
-104.237566,121,63.521033
-92.016949,27,63.539633
-47.459204,151,63.639786
-25.37718,151,63.739552
-21.427337,151,63.838856
-75.553238,151,63.948181
-40.128033,151,64.047532
-29.340732,151,64.151122
-25.775205,151,64.306889
-22.284199,112,64.381811
-78.999456,151,64.482105
-108.159794,26,64.499864
-36.549674,151,64.599443
-123.128237,87,64.657312
-41.021524,151,64.759386
-4.346274,151,64.858784
-126.487902,118,64.940209
10.878192,151,65.040343
-14.74523,151,65.141334
-8.037855,151,65.24093
67.839625,151,65.340533
-67.944392,151,65.44146
-76.126913,151,65.543899
6.134696,151,65.699946
-50.274958,151,65.800235
-20.545253,151,65.900439
-10.809385,151,66.000562
-10.641014,151,66.100412
-35.009386,151,66.201043
-53.233659,151,66.31258
-29.460674,151,66.412872
-61.21858,151,66.513493
-14.716902,151,66.613237
-77.405998,151,66.714101
121.053259,151,66.813888
-117.326573,81,66.86748
-28.952259,151,66.97032
-103.981085,20,66.984038
-40.853914,151,67.136579
-120.185475,137,67.229517
-51.946853,151,67.3306
-17.25194,151,67.430459
-17.760547,151,67.530993
-51.976379,151,67.632707
118.200333,151,67.746386
-58.121775,151,67.846496
-58.16214,151,67.945913
-59.770271,151,68.045289
-44.156181,151,68.14562
-30.474601,151,68.245895
-16.928795,151,68.356613
98.355636,151,68.456332
-17.357941,151,68.609026
59.717493,151,68.709314
-32.876551,151,68.809621
-110.758275,48,68.841638
-29.278371,151,68.942651
-78.246137,151,69.043049
-113.458322,93,69.116817
-80.789526,151,69.21712
-24.800869,151,69.317467
-21.740143,151,69.417777
-72.086992,151,69.537422
-17.610926,151,69.63682
-47.912719,151,69.737461
-84.651551,151,69.840433
-123.299106,68,69.886449
29.631105,151,70.040234
-101.712564,13,70.049401
-7.580892,151,70.150165
-113.524999,29,70.170714
-103.278583,20,70.184488
39.021893,151,70.284613
-133.31915,59,70.326389
-20.470118,151,70.426537
-13.567986,151,70.528886
-52.483989,151,70.628944
-76.611455,123,70.711587
-57.529104,151,70.811951
-32.474522,151,70.91197
-62.876699,151,71.012199
-36.129073,151,71.112526
-31.865409,151,71.215206
-74.272866,151,71.316429
-31.647829,151,71.469149
-106.340913,17,71.48087
-20.586592,151,71.5809
-51.72947,151,71.680844
-107.675475,26,71.698643
-45.046849,151,71.798445
159.56957,151,71.900393
-36.71131,151,72.000801
-28.740218,151,72.100732
-34.651584,151,72.201601
-65.559578,151,72.301864
-45.569766,151,72.401806
-19.805567,151,72.50144
-61.200373,151,72.605253
5.060702,151,72.705216
-107.110751,26,72.723168
-29.787036,151,72.875786
-65.108727,151,72.976009
-19.475544,151,73.076477
-104.745024,15,73.087037
-67.655777,151,73.186413
-36.717541,151,73.289678
-53.523862,151,73.390464
-105.556934,25,73.407411
-18.025112,151,73.5069
-98.453805,92,73.568184
-30.769296,151,73.668446
-19.517335,151,73.768083
-23.858236,151,73.868723
-61.214326,151,73.972197
-22.177412,151,74.072837
-4.045554,151,74.177505
-8.604259,151,74.331985
-135.333157,145,74.428291
305.496964,151,74.52869
-35.358283,151,74.628662
-30.832853,151,74.742497
-35.081077,151,74.843313
-33.413498,151,74.943515
-99.991444,91,75.003757
-32.806965,151,75.10407
-15.466816,151,75.204448
-2.04528,151,75.305107
-66.500247,151,75.408169
-69.848533,151,75.508455
75.636811,151,75.607976
281.22494,151,75.762543
25.62291,151,75.863424
-148.962555,99,75.929892
-123.546689,40,75.956953
30.285792,151,76.0688
-54.354506,151,76.169559
-33.415702,151,76.26891
-59.921211,151,76.369855
-24.928194,151,76.469305
-4.945624,151,76.569704
-24.855891,151,76.670612
-24.344694,151,76.781954
-49.487788,151,76.882355
-45.919207,151,76.982177
-3.486414,151,77.135996
11.392151,151,77.23603
-110.580086,27,77.254349
-38.637959,151,77.354364
-56.735236,151,77.458109
-35.552197,151,77.558444
-31.09685,151,77.658114
-41.948077,151,77.758425
-23.854376,151,77.858258
-69.300498,151,77.958284
-103.658124,55,77.995688
-105.866826,92,78.056557
-40.874117,151,78.159524
163.447075,151,78.25972
-103.417518,17,78.271513
-65.400209,151,78.371839
-111.718691,151,78.471925
-161.926699,143,78.621593
-63.6203,151,78.721814
-29.528141,151,78.821954
-21.128897,151,78.925364
-65.412311,117,79.002625
-21.013745,151,79.102849
-102.361815,14,79.112661
-69.154437,151,79.230282
-98.385595,151,79.331171
-28.20152,151,79.431951
-36.199052,151,79.535574
-84.387495,151,79.636553
-51.154523,151,79.737864
-2.469855,151,79.838303
-58.63523,151,79.991245
-93.29688,34,80.0145
-115.858737,44,80.043957
-113.351762,37,80.068961
-129.016624,81,80.123098
-117.079852,70,80.16981
-24.205563,151,80.272353
-36.253352,151,80.372339
-45.909816,151,80.471817
-28.091728,151,80.571778
108.790658,151,80.672014
-34.538398,151,80.773076
-56.240457,151,80.872323
-24.81058,151,80.9756
-14.00242,151,81.075824
-8.48799,151,81.175666
-50.956077,151,81.278048
-81.259473,151,81.432417
-39.196414,151,81.532871
-31.338126,151,81.633049
-1.376216,151,81.737285
-91.624859,151,81.837824
-19.622519,151,81.938035
-64.976411,151,82.037688
-76.151295,151,82.137954
19.438696,113,82.214107
-64.905351,151,82.317339
-48.563428,151,82.417169
-64.253304,151,82.518687
-32.557101,151,82.618593
-128.082128,66,82.662622
-66.036704,42,82.6908
-147.414188,95,82.753888
172.090366,151,82.907853
-49.396819,151,83.00769
-128.028743,85,83.066925
-25.538204,151,83.167928
-116.638819,38,83.193237
10.906924,151,83.293818
-64.744926,66,83.337851
-52.413284,151,83.437409
-9.602563,151,83.53874
-66.983047,151,83.650733
-75.064635,113,83.728719
-50.998178,151,83.829168
-54.109843,151,83.936611
-113.852313,88,84.000051
-49.620281,151,84.101509
2.672668,151,84.203031
-108.357834,49,84.293689
-35.558181,151,84.39741
-44.752546,151,84.501579
-24.376616,151,84.604328
-75.386817,151,84.707433
-46.099815,151,84.808652
-43.089928,151,84.910109
22.222063,151,85.015811
-61.536236,151,85.117977
-120.479652,74,85.171205
-34.245845,151,85.272416
-143.101963,80,85.325843
-45.896772,151,85.425614
-53.312501,151,85.529518
-95.682373,102,85.600725
-28.252767,151,85.773342
-30.341732,151,85.879369
7.969153,151,85.982994
-73.559965,55,86.019859
-5.863502,151,86.124408
-103.543484,18,86.1369
-76.446176,85,86.193651
-118.642555,41,86.221322
-94.868318,151,86.321593
-71.464842,151,86.422999
-48.368496,151,86.523928
-23.512015,151,86.633078
-16.152791,151,86.739806
-49.816788,151,86.846419
-2.787948,151,86.95902
-54.35565,151,87.063973
-56.182349,151,87.222577
-39.166364,151,87.324334
-56.885183,151,87.428895
-106.168058,21,87.443646
-83.364879,151,87.547076
-69.483212,151,87.650116
-28.428015,151,87.752653
-55.998865,151,87.854377
-10.421317,151,87.958208
-37.857936,151,88.062286
-11.968429,151,88.165502
108.223826,151,88.267655
-27.719939,151,88.369193
-22.983969,151,88.469695
-65.684527,151,88.574542
-94.794189,151,88.735165
-31.667417,151,88.839966
2.602021,151,88.941738
-124.013742,77,88.993447
-68.197711,50,89.027015
-10.295983,151,89.128426
-26.28474,151,89.240297
-6.75515,151,89.342287
-112.375976,141,89.443789
-95.49335,151,89.549437
-55.111264,151,89.649983
-105.485174,24,89.666317
-101.89279,35,89.690965
-28.289472,151,89.793471
-62.06008,151,89.895017
-49.975251,151,89.996074
-95.165091,57,90.034169
-12.280485,151,90.19114
-102.155368,27,90.209616
41.078241,90,90.269975
-109.426087,131,90.357714
1.178925,151,90.460773
-17.053957,151,90.565473
-77.352911,71,90.632406
-50.788716,151,90.735214
-49.151008,151,90.836755
-57.11566,151,90.945283
-78.14592,151,91.056719
-107.924954,46,91.088027
-37.671198,151,91.19603
118.56287,151,91.304166
-21.61088,151,91.40601
-97.56284,24,91.422665
-36.051639,151,91.523946
-13.253201,151,91.682724
-101.828096,14,91.69268
-15.469368,151,91.796356
-59.848198,151,91.900371
-70.880698,151,92.002041
-108.752718,27,92.020844
-60.430649,151,92.121346
-116.483314,66,92.16863
-41.211599,151,92.273383
-119.988634,52,92.3093
-29.82888,151,92.430161
-21.32244,151,92.539787
-4.849956,151,92.642053
-14.334433,151,92.744173
-7.398048,151,92.846535
-56.492292,151,92.948039
-118.809417,80,93.002228
-5.408122,151,93.160957
143.893813,151,93.262101
-108.106277,151,93.363401
-33.387825,151,93.466766
-27.763955,151,93.572402
-16.664558,151,93.677294
-95.02786,151,93.781826
-114.7297,33,93.805149
-213.280194,136,93.899449
-55.345173,151,94.001112
-81.438649,51,94.035975
-99.996644,36,94.06058
-71.805474,151,94.163547
-111.816551,66,94.208328
-29.687622,151,94.308621
-15.075388,151,94.410271
-48.038759,151,94.567978
-49.802424,151,94.669604
-63.748288,151,94.774918
-52.690583,151,94.880344
-23.334687,151,94.986206
-46.521248,151,95.092619
-69.890585,151,95.201056
-29.349184,151,95.306816
-90.798961,151,95.410237
-30.633026,151,95.512215
-44.834619,151,95.613544
-26.408828,151,95.716691
-16.976442,151,95.824226
-9.494663,151,95.935178
-105.782179,35,95.960435
-48.980352,151,96.122215
-19.800652,151,96.226054
-63.604644,151,96.329131
-56.781908,151,96.432191
-12.209077,151,96.535696
-117.279883,47,96.568155
-48.006676,151,96.67402
-60.066598,151,96.776579
-39.7158,151,96.88805
-6.900507,151,96.995061
-121.711688,151,97.112363
-33.569667,151,97.226365
-0.422512,151,97.333555
-58.899968,20,97.347249
-50.894675,151,97.452611
-93.808227,151,97.620118
-113.118227,35,97.64506
-62.242511,151,97.74945
-108.827195,23,97.765442
-51.684696,151,97.866611
-19.472395,151,97.969285
-114.928216,77,98.023479
-36.192388,151,98.128461
-106.119421,22,98.143369
-22.241465,151,98.245826
-16.348243,151,98.352981
44.878166,151,98.465478
-37.75972,151,98.57169
-76.211537,151,98.674598
-109.395828,151,98.776545
-60.801139,151,98.881558
-21.299291,151,99.035922
-118.583465,83,99.091607
-35.108423,151,99.194543
-51.73986,151,99.296695
-60.489671,151,99.396992
-128.471418,64,99.439901
-23.487156,151,99.548942
-30.041379,151,99.670518
-56.999029,151,99.773315
0.261903,151,99.88338
-33.085509,151,99.987822
-31.794779,151,100.091183
157.59975,151,100.192738
-47.362507,151,100.30359
-80.779317,151,100.414495
-68.115268,151,100.572265
-65.127806,151,100.682106
90.991969,151,100.783663
-39.179116,151,100.884717
-41.49157,151,100.984488
-2.95306,151,101.087308
154.262623,151,101.188961
-42.584318,151,101.288543
-115.095413,151,101.388839
-53.365462,151,101.488904
-99.67955,18,101.501604
-65.066912,151,101.60186
11.403032,151,101.704537
-48.488542,151,101.804137
-16.253859,151,101.991115
-89.96095,151,102.092501
-24.707045,151,102.193413
-28.918538,151,102.29285
-60.600796,151,102.397824
-61.223782,151,102.501446
-36.171588,151,102.602084
-7.614225,151,102.701568
-33.181031,151,102.801615
-89.679274,151,102.901427
-30.3951,151,103.001917
-57.496852,151,103.104921
-134.733629,95,103.168352
-100.429066,151,103.268302
-63.891851,151,103.422725
-71.841223,151,103.523186
-80.803721,151,103.624557
-80.20263,151,103.729554
-53.496736,151,103.832426
-6.58518,151,103.932752
-66.526367,151,104.033323
-31.537562,151,104.13464
-99.875107,68,104.180946
-92.064356,151,104.281835
-68.778904,151,104.381661
-128.97159,49,104.415206
-21.260577,57,104.453158
-67.780292,151,104.557642
-121.425673,151,104.663523
-55.023235,151,104.764872
-111.508319,151,104.923135
-115.017469,86,104.982475
-74.363139,151,105.083421
27.521649,151,105.198027
-105.869544,16,105.209432
-72.481474,151,105.313417
-12.245437,151,105.413527
-58.654049,151,105.514858
-154.042391,65,105.558526
-43.817693,151,105.659398
-114.441983,151,105.771043
-10.890493,151,105.875259
-149.545057,88,105.936909
-56.677195,151,106.040528
-121.46085,151,106.142626
-63.732562,15,106.152995
-104.02039,33,106.175593
-20.822459,151,106.329839
-42.897061,151,106.433158
-52.505333,151,106.534914
-45.809473,151,106.635445
-75.287192,151,106.740973
-45.247711,151,106.84199
-161.672088,116,106.919928
-62.035105,151,107.020011
-80.690298,151,107.120341
-104.436505,11,107.128187
-13.252638,151,107.228689
-125.546278,37,107.253978
-2.488266,151,107.356437
-86.659556,151,107.457323
-104.837718,15,107.467932
-60.86013,151,107.567675
28.517419,151,107.669398
-117.737032,65,107.76756
-59.161413,151,107.868052
-64.704479,151,107.968712
-50.296239,151,108.075013
-42.511787,151,108.177415
-77.42052,151,108.281771
-66.447923,151,108.383316
-51.679606,151,108.486004
-128.682202,150,108.60141
-17.695122,151,108.703049
-99.019246,151,108.807358
-96.874119,151,108.917892
-18.216287,151,109.019099
-134.354443,74,109.068711
-60.883752,151,109.221511
-41.186462,151,109.322549
-66.85525,151,109.423804
-185.70966,101,109.494211
-50.236952,151,109.594551
-6.76943,151,109.695582
-31.239666,151,109.795455
-39.321614,151,109.895196
-122.480297,80,109.948121
-2.579329,151,110.048092
-70.163594,151,110.147782
-10.462377,151,110.25161
-60.459322,151,110.35234
-34.289586,151,110.451675
-57.914735,151,110.551309
-117.769501,133,110.695447
118.684295,151,110.798134
-49.093388,151,110.903661
-20.855259,151,111.004493
-16.472263,151,111.105411
-143.539752,118,111.184124
-98.496569,19,111.197239
-73.617075,151,111.302786
-61.887112,151,111.404419
-131.187027,105,111.474765
-41.911061,151,111.577762
-41.214701,151,111.677212
-113.795475,64,111.720247
-20.493754,151,111.823039
-114.760986,70,111.87121
-58.243429,151,111.97807
-66.750573,151,112.133397
-10.799895,151,112.244908
-26.967622,151,112.358384
-12.74492,151,112.46472
-62.60969,43,112.495898
2.785889,151,112.600574
49.938975,151,112.702789
-13.774924,151,112.805333
4.165657,151,112.921286
-77.699602,151,113.048908
-29.457132,151,113.159645
-35.325126,151,113.263181
-67.583474,151,113.373384
-123.964708,95,113.440049
-1.546451,151,113.595431
-17.16548,151,113.700849
-37.847204,151,113.814109
-93.409705,151,113.919797
-96.985881,151,114.023384
-67.852901,151,114.132793
-3.799346,151,114.241509
-26.938968,151,114.348356
-62.157232,57,114.386855
5.52644,151,114.490281
-53.944313,151,114.597143
-69.58463,151,114.699908
-126.078667,96,114.764972
-58.526505,151,114.86625
-109.647217,23,114.88221
-43.556645,151,114.984972
-75.793309,151,115.149585
-103.761422,15,115.160081
-56.695631,55,115.19887
-42.262433,151,115.308409
-107.033697,22,115.324569
-46.720292,151,115.431578
-18.872051,151,115.541722
-17.547754,151,115.645914
0.100594,151,115.747945
-71.390585,151,115.848197
-97.045775,75,115.907724
-47.684235,151,116.0187
-41.393173,151,116.126467
-93.10372,151,116.231419
-69.837656,151,116.334342
-60.759874,151,116.435388
-31.434543,151,116.594207
-125.184999,87,116.652901
-7.339709,151,116.755659
-108.35437,61,116.7966
-48.985634,151,116.896125
-9.755793,151,116.996184
-25.469719,151,117.096335
0.955682,151,117.1973
-25.047929,151,117.298949
-26.41279,151,117.403118
-54.169461,151,117.503492
-48.208279,151,117.60544
-114.750277,66,117.65167
-28.13009,151,117.755749
-64.396902,151,117.859953
-81.403984,151,118.019209
-80.328863,151,118.124162
-15.973953,151,118.225591
-154.558873,151,118.326972
-104.118675,17,118.338938
-50.019646,151,118.440617
-65.795741,151,118.542614
-31.35618,151,118.643826
-22.700316,151,118.745701
-5.102734,151,118.849192
-38.104408,151,118.951292
-56.523553,151,119.05246
-44.669914,151,119.154301
-42.375458,151,119.255859
-12.114073,151,119.360438
-43.980203,151,119.514883
-54.513753,151,119.618622
-42.249349,151,119.723047
-40.390239,151,119.826304
-12.340811,151,119.927319
-105.436464,43,119.956366
-41.671177,151,120.056049
-51.320687,151,120.157025
-23.926033,151,120.261113
-28.715178,151,120.3629
-23.901456,151,120.464384
-24.348399,151,120.564786
-50.563151,151,120.664899
9.061862,151,120.766044
-10.109729,151,120.922552
-105.173891,151,121.030215
-92.815387,151,121.133937
-15.677799,151,121.238156
-31.193102,151,121.339336
-29.243146,151,121.440231
-1.277169,151,121.541121
-126.509053,61,121.58221
-46.628637,151,121.68682
-142.800994,116,121.76425
-194.58053,128,121.850773
-127.041915,93,121.913497
108.470701,151,122.013561
-125.878735,76,122.064948
-29.573282,151,122.167553
-56.312866,151,122.270586
90.598186,151,122.437993
-51.248903,151,122.540746
-49.759669,151,122.644744
-69.74546,151,122.746246
-86.886678,151,122.846972
-45.084271,151,122.94853
-14.394608,151,123.053117
-61.390944,96,123.117945
-24.372491,151,123.220047
-39.173342,151,123.321728
-32.829892,151,123.422373
-47.22593,151,123.523247
-69.158786,151,123.62688
-12.620272,151,123.79075
-58.911935,151,123.902817
-51.170831,151,124.010198
-54.759611,151,124.112615
-38.736633,151,124.214469
-53.197667,151,124.319906
-29.096149,151,124.422237
-57.172323,151,124.5257
5.415596,151,124.635096
-137.040388,116,124.72056
-0.053196,151,124.829684
-154.050145,126,124.918427
-112.136691,34,124.943246
-23.506131,151,125.06308
-123.684112,151,125.165894
225.885162,151,125.326406
-64.156715,151,125.435301
-41.900755,151,125.543192
-98.886407,20,125.557094
-104.835625,58,125.597528
-38.607927,151,125.702421
-82.693571,151,125.806877
-82.294742,151,125.908854
-76.013835,151,126.013193
-100.967136,33,126.0361
-46.10005,151,126.140521
-7.372212,151,126.243013
125.151265,151,126.344034
-59.471333,151,126.445028
-51.813607,151,126.545768
-65.503073,151,126.652056
-78.74533,151,126.806327
-103.654677,151,126.908128
-39.131658,151,127.018578
-15.193295,151,127.127307
-101.284582,25,127.1459
-102.003117,96,127.212272
-17.879833,151,127.314339
-21.471199,151,127.418576
51.034377,151,127.521919
-67.418024,151,127.624521
-143.665313,151,127.727564
-41.694672,151,127.834072
-80.788432,151,127.941969
-21.26823,151,128.050336
-9.185899,151,128.156686
-25.010037,151,128.310902
-104.479515,151,128.411634
-127.202504,64,128.454331
-26.58891,151,128.555405
-106.560968,30,128.575604
-31.396132,151,128.676408
-19.784577,151,128.776001
-106.513138,35,128.802816
-69.973065,151,128.903491
-57.618884,151,129.003611
-10.635807,151,129.103074
-0.612447,151,129.20347
-15.05889,26,129.22109
-116.489478,151,129.321938
-71.973626,151,129.42231
-103.909545,16,129.433372
-11.339293,151,129.536174
-43.85845,151,129.694526
-120.352922,74,129.747252
-81.830571,151,129.853716
-46.72355,151,129.954263
-137.01492,124,130.038726
-60.654122,151,130.140987
-31.54216,151,130.248264
-19.849519,151,130.348272
-11.486221,151,130.448049
-115.328465,34,130.470924
-47.637464,151,130.57162
-16.658976,151,130.670975
-65.956998,151,130.772718
-17.910449,151,130.877689
-62.117106,151,130.977859
-28.148839,151,131.131955
-44.906785,151,131.232533
-23.084004,151,131.333583
-85.813436,151,131.433985
-47.215084,151,131.534206
-127.18836,44,131.563697
-15.757646,151,131.66941
-28.969462,151,131.769524
-44.476907,151,131.870086
-86.154911,151,131.970807
-30.286531,151,132.074608
14.985003,151,132.177569
-84.314024,151,132.280312
-35.743965,151,132.38156
-30.564097,151,132.481744
-104.314924,99,132.602278
-23.651967,151,132.702769
-53.938032,151,132.80986
-38.439384,151,132.910023
-55.346191,151,133.016607
-40.68909,151,133.119645
-129.452356,98,133.185646
-73.433719,151,133.287955
-104.493757,11,133.296386
-54.205684,151,133.399707
43.933808,151,133.501058
-117.916845,127,133.586138
-69.279794,151,133.689425
-83.957702,151,133.79024
-4.208314,151,133.894319
-10.683937,151,134.056916
-27.895648,151,134.163204
-175.200893,83,134.220452
-14.062108,151,134.325586
-26.970308,151,134.430941
-19.292285,151,134.533797
-24.831527,151,134.635238
-57.068739,151,134.736715
-58.534351,151,134.836968
68.231959,151,134.937892
-36.472724,151,135.042553
-21.928089,151,135.152606
-64.705256,151,135.255454
-70.995523,151,135.359002
-3.052069,151,135.518631
-10.955135,151,135.62057
-58.059202,151,135.727896
-31.417606,151,135.841244
-101.085678,151,135.947875
-105.393171,151,136.049624
-62.364054,151,136.153154
-130.662404,115,136.232191
-64.960519,151,136.333365
-45.634195,151,136.435358
-67.420697,151,136.536746
-88.718342,151,136.642404
-36.435396,151,136.742739
-32.669671,151,136.843509
-34.723136,151,136.998931
-7.707319,151,137.099848
-26.178617,151,137.200355
-20.886733,151,137.30428
-91.426015,151,137.404818
-24.310151,151,137.504409
-137.701982,79,137.55795
-57.002919,151,137.659959
-1.562346,151,137.760972
-34.798182,151,137.861037
-40.085894,151,137.964654
-118.14153,68,138.010372
-44.339336,151,138.110215
-55.930438,151,138.211871
-151.535462,62,138.257456
-34.281577,151,138.413656
-127.204256,89,138.474103
-25.081453,151,138.575064
3.434891,151,138.679837
163.729717,151,138.781233
-35.192834,151,138.884349
-30.247671,151,138.984779
-31.537688,151,139.085917
-48.872245,151,139.18618
-90.665567,151,139.287633
-51.532813,151,139.391101
-33.359654,151,139.493679
-11.499931,151,139.595036
16.041784,151,139.696029
-56.090515,151,139.849204
-15.998676,151,139.950314
-54.201103,151,140.054009
-67.116786,151,140.158797
-14.904378,151,140.259352
-55.009195,151,140.360519
-18.866129,151,140.46118
-23.489126,151,140.562747
4.335039,151,140.667071
-155.028554,88,140.726153
220.381515,151,140.829916
-11.823282,151,140.937885
-73.658486,151,141.038235
-31.200179,151,141.138471
-170.347631,136,141.281974
-64.138165,151,141.382008
-5.718231,151,141.484634
-29.874762,151,141.585018
-109.521314,29,141.604632
-27.325789,151,141.704744
-58.170577,151,141.803684
-125.136144,112,141.877604
-59.818198,151,141.978352
19.542926,151,142.077482
-54.939509,133,142.168007
-45.92796,151,142.267671
-79.411854,65,142.310927
-4.741187,151,142.409919
70.121565,151,142.511533
-31.931083,151,142.669182
-113.980829,151,142.778653
-9.504313,151,142.884418
-37.051395,151,142.988368
-52.189302,151,143.090181
-104.115033,16,143.101636
-50.928179,151,143.20153
-57.182751,151,143.302852
-59.173312,151,143.404628
-22.113869,151,143.520662
-87.739739,151,143.637134
-137.912407,71,143.687173
-49.819188,151,143.792069
-51.549026,151,143.903422
-29.42025,151,144.003967
-65.973813,48,144.036434
-115.278586,149,144.223329
-127.249504,104,144.295295
-88.249883,151,144.411737
-48.226982,151,144.536083
-66.83931,151,144.645529
-10.350859,151,144.757945
-95.703073,151,144.862833
-69.810875,151,144.962692
-15.732538,151,145.063949
-3.624183,151,145.171022
-113.29568,91,145.235767
-65.552223,86,145.295438
-44.172258,151,145.400353
55.820674,151,145.507547
-59.729246,151,145.618003
-52.298562,151,145.781822
-43.674072,151,145.891153
-64.952045,151,146.00526
-62.593009,151,146.130452
-52.640637,151,146.240376
-47.453121,151,146.350025
-18.707252,151,146.459428
-73.938582,151,146.571471
-24.952201,151,146.686297
-12.531402,151,146.793492
-17.601619,151,146.900319
-71.126777,151,147.007115
-45.136605,151,147.114908
48.268676,151,147.278163
-11.862394,151,147.382022
-63.360459,151,147.485035
-61.301993,151,147.586542
156.675398,151,147.688486
78.961023,151,147.791065
-16.184786,42,147.819504
-61.079104,151,147.921096
-59.245121,151,148.022102
-105.431903,20,148.035833
-42.999269,151,148.141652
-57.490551,151,148.242861
-47.990821,151,148.343494
-115.168255,40,148.370722
-35.826943,151,148.470833
-18.437908,151,148.570909
-65.007878,151,148.723459
-120.038691,80,148.777175
-114.036227,42,148.809334
-15.325254,151,148.925397
-125.650241,102,148.993485
-1.866745,151,149.093775
-37.328969,151,149.195808
-87.03741,151,149.296085
-43.072657,151,149.396149
-46.103246,151,149.499958
-54.659094,151,149.601518
-30.786315,151,149.702782
-27.269513,151,149.80466
-47.17053,151,149.905043
-29.850253,151,150.006336
-34.9236,151,150.160403
-42.554396,151,150.265496
-107.536881,24,150.281808
-113.840048,62,150.32359
256.995282,151,150.423573
-7.224779,151,150.523372
-134.855951,87,150.582039
-63.976817,151,150.682345
-10.224836,151,150.783032
-79.633307,151,150.886588
-126.575097,101,150.955559
-13.998275,151,151.055497
-40.376046,151,151.157019
-69.16343,59,151.197223
-8.798306,151,151.296132
-56.552658,151,151.406754
-45.045687,151,151.559945
-40.628241,151,151.665216
-118.21864,56,151.702941
-83.205003,151,151.803715
-35.673768,151,151.903876
-55.042318,151,152.004781
-53.425293,151,152.104763
-118.884597,151,152.205105
-7.860584,151,152.309241
134.821422,151,152.409352
-116.873021,52,152.443823
-66.951159,151,152.54393
-53.442341,151,152.646124
-21.551072,151,152.747275
-59.272818,151,152.851146
-30.671591,151,153.007827
-134.295647,123,153.093315
-8.696936,151,153.198694
-55.849418,151,153.301015
-110.617105,149,153.402818
-4.159123,151,153.50407
-156.01638,63,153.54614
-37.530354,151,153.647182
-5.569515,151,153.753449
-17.00672,151,153.85687
-4.04766,151,153.959038
-7.89999,151,154.059526
-141.094803,137,154.152564
-58.163702,151,154.257164
1.809184,151,154.359063
-48.801406,151,154.525386
-110.531809,79,154.580585
-23.915551,151,154.687123
-39.020886,151,154.789027
