#{"t_start": 1682099368.929204, "env_id": null}
r,l,t
-29.665111,151,320.80849
-105.038542,36,320.855538
-43.794188,151,321.055112
-86.225247,137,321.242512
-51.901932,151,321.444727
-104.141638,30,321.485034
-29.138952,151,321.693653
-36.387175,151,321.934043
-36.259558,151,322.146374
-114.313076,99,322.283322
-6.947337,151,322.510193
-87.900279,115,322.67143
-44.217348,151,322.886859
-6.42426,151,323.104888
-113.149267,145,323.330913
325.21964,151,323.554071
-20.980724,151,323.772437
-87.17662,120,323.955363
325.436453,151,324.166775
-105.608011,40,324.221936
-21.914166,151,324.424949
9.142307,151,324.628602
-97.107659,54,324.701544
-51.850986,151,324.956048
325.330216,151,325.183258
-112.508495,44,325.241197
15.878756,151,325.436271
-99.083856,125,325.606982
-105.878613,21,325.637786
-104.402325,19,325.661211
-6.685969,151,325.880944
-110.437899,55,325.96259
-86.519536,128,326.154895
-99.090055,17,326.183849
-86.309065,130,326.373389
-92.59606,136,326.560917
16.138058,151,326.783578
8.760556,151,326.999247
-106.190826,33,327.053694
-45.084864,151,327.283389
-51.73962,151,327.498957
8.741233,151,327.713435
-101.075188,25,327.748659
-29.929077,151,327.961567
-103.834257,14,327.979217
-52.597628,151,328.193266
-36.93911,151,328.405354
-6.618704,151,328.615636
-14.20032,151,328.828229
-102.980543,33,328.873843
-44.244338,151,329.073439
175.789644,129,329.248593
-105.381099,57,329.322087
-117.885826,53,329.392873
-29.463449,151,329.591727
324.392896,151,329.828248
175.850038,129,330.030554
-36.478906,151,330.219756
-5.606436,151,330.407449
-110.678975,45,330.47419
-105.394674,23,330.507238
-105.882579,25,330.541303
-84.087553,146,330.727141
-107.732952,55,330.795871
-86.050919,133,330.962688
8.399235,151,331.154624
8.332229,151,331.355226
-87.230446,123,331.529976
-96.721548,62,331.612378
1.333983,151,331.817976
-99.674656,105,331.95614
-21.527701,151,332.168633
-120.988761,147,332.363132
-51.830332,151,332.584464
-117.824057,74,332.690803
-123.595496,97,332.830215
-5.679421,151,333.057601
9.220768,151,333.276854
-21.474912,151,333.47876
-37.08901,151,333.680245
-43.764767,151,333.891191
-21.396847,151,334.104976
-125.626716,88,334.22989
-5.941066,151,334.448407
-28.704754,151,334.700674
-106.43647,46,334.770874
-97.534442,47,334.840949
-21.87263,151,335.063653
-22.36467,151,335.286018
-95.653921,42,335.347624
-109.05625,65,335.44083
-14.238306,151,335.656163
1.277492,151,335.874089
-102.870411,21,335.912241
-7.097651,151,336.120862
-102.947887,68,336.209269
-98.686779,24,336.240856
-52.246024,151,336.447039
-126.070457,108,336.590932
-6.934337,151,336.806148
15.805791,151,337.004293
-108.841374,93,337.127805
-107.580092,27,337.162637
-113.547808,96,337.309692
-14.474078,151,337.542653
-94.03383,57,337.615417
-118.96456,66,337.700635
-118.807661,133,337.873804
-105.389846,38,337.925546
-103.888117,93,338.046354
16.685562,151,338.252666
-93.435801,116,338.409149
-43.847785,151,338.614935
-104.665366,34,338.661872
-102.759146,64,338.743278
-99.185485,141,338.939681
1.012282,151,339.140538
-107.000491,145,339.337742
8.613251,151,339.537246
-52.390956,151,339.739805
-128.863006,118,339.898961
16.353969,151,340.107239
-113.193067,55,340.186365
-108.833491,63,340.282531
-102.907713,16,340.30601
-94.817606,93,340.438641
8.05007,151,340.647279
-13.759859,151,340.867727
-99.81288,28,340.903525
-86.221985,126,341.082205
-102.053556,8,341.09181
-111.441569,59,341.182739
-107.353256,31,341.230287
-101.556803,12,341.250273
-99.252132,116,341.418479
-21.627062,151,341.637402
-136.530395,124,341.825394
-5.746102,151,342.04621
1.251447,151,342.267279
-96.072436,38,342.323694
-106.392978,71,342.425864
-29.728882,151,342.641202
8.22907,151,342.861678
-14.084251,151,343.119788
-114.466994,75,343.229517
-101.302698,31,343.273831
-121.814305,116,343.435027
-37.051729,151,343.639891
8.089499,151,343.846245
-104.080772,92,343.971581
-29.588808,151,344.232024
-43.923737,151,344.434074
-102.73488,30,344.473772
-13.614761,151,344.674243
-45.012025,151,344.874311
-85.02227,141,345.05711
-104.645219,51,345.123909
0.649624,151,345.321405
0.528885,151,345.519228
8.585256,151,345.729439
-128.553854,148,345.938644
-107.823137,89,346.065123
-103.510956,81,346.182651
-101.119596,27,346.227444
16.343963,151,346.453302
-105.605646,20,346.482519
-6.33208,151,346.697662
-13.517562,151,346.909672
0.491488,151,347.122866
-92.694469,132,347.301213
-97.400374,46,347.362858
-6.418005,151,347.564175
-107.717671,84,347.674978
-103.70957,27,347.712676
-100.886432,21,347.74299
1.624846,151,347.940233
-103.820707,42,347.99569
-29.549137,151,348.238873
-108.429093,92,348.356034
-106.295116,45,348.413759
0.723065,151,348.602567
-44.391458,151,348.799932
-89.982767,93,348.917737
-94.251915,103,349.044707
-98.876209,21,349.073342
-28.94129,151,349.261621
0.415501,151,349.448636
-109.262835,97,349.568517
-111.946645,42,349.622772
-97.779241,42,349.675623
-94.966324,99,349.799394
-109.758595,104,349.933274
7.811337,151,350.120588
-113.466973,149,350.306321
-44.413029,151,350.493108
-14.193636,151,350.681665
-22.435088,151,350.868623
-99.537374,79,350.968174
0.968667,151,351.166805
-92.890837,68,351.25658
-99.578126,146,351.447989
-21.209362,151,351.652027
-6.940676,151,351.888674
-108.505288,45,351.956786
-29.209899,151,352.153811
-5.865036,151,352.354275
-37.174982,151,352.555416
-21.095217,151,352.750623
-107.076681,51,352.819585
-95.160485,88,352.933447
-6.885597,151,353.139238
325.157661,151,353.337656
-7.055347,151,353.533298
-37.462701,151,353.733285
-21.721224,151,353.949961
-90.247812,92,354.087228
-99.555174,47,354.148988
-21.548192,151,354.350866
-98.481851,28,354.388841
-107.050426,30,354.427482
102.374433,95,354.556535
8.393041,151,354.756353
-108.37907,59,354.834939
-13.193934,151,355.035759
-137.301193,151,355.235365
1.281351,151,355.431489
-126.810395,111,355.583046
-106.996676,37,355.63014
-99.3645,124,355.795247
-103.174557,35,355.841662
-51.977524,151,356.040431
-22.780055,151,356.249072
-104.107397,15,356.269109
-52.175197,151,356.465218
1.374907,151,356.667017
-110.859888,77,356.766457
-90.214503,94,356.890275
-29.789296,151,357.087894
325.148111,151,357.309091
-102.348503,13,357.327453
-13.399958,151,357.522014
8.813025,151,357.717962
8.378599,151,357.917219
-51.746795,151,358.116885
-14.034111,151,358.313269
-102.335347,13,358.328868
-6.532038,151,358.528186
-51.911966,151,358.723581
-94.547836,55,358.797422
-8.079393,151,359.018574
-91.090521,83,359.12881
-7.198111,151,359.328149
-118.63274,132,359.498832
-7.166607,151,359.712775
-104.464978,105,359.869777
-37.124017,151,360.094204
8.68383,151,360.3035
-104.312479,47,360.364161
-44.733246,151,360.564945
-99.615079,75,360.662952
-103.393435,37,360.713967
-104.718201,52,360.780237
-127.243078,93,360.903913
-113.794558,148,361.095421
-91.736461,145,361.289504
-107.605409,32,361.333927
-109.383019,33,361.376054
-112.037996,86,361.490251
-97.965658,38,361.538906
-0.05176,151,361.734273
8.786196,151,361.935326
1.222217,151,362.129633
-44.193493,151,362.326323
-113.879569,96,362.463365
-109.343441,39,362.519897
-28.956069,151,362.718697
-103.656355,20,362.744907
-6.345391,151,362.960238
-115.288234,79,363.075354
-51.626513,151,363.2754
15.202611,151,363.473372
-44.745618,151,363.687202
-94.455581,53,363.762043
-103.893575,17,363.786068
-110.45719,74,363.883071
-37.211477,151,364.080157
-44.070041,151,364.277517
-51.680954,151,364.496027
-52.199365,151,364.706011
-122.054142,76,364.820583
-130.146103,102,364.963357
-6.807777,151,365.18146
-29.087413,151,365.396763
-108.875111,62,365.489156
-88.956401,100,365.632626
22.853464,58,365.709251
-98.267842,32,365.757041
-99.765741,52,365.83107
-13.940062,151,366.044
-37.181155,151,366.25141
1.080232,151,366.462858
-107.524658,32,366.505601
-103.678228,88,366.636012
-102.729206,65,366.732402
-94.166804,56,366.806431
0.578374,151,367.002877
15.384379,151,367.229606
-52.192185,151,367.446486
-6.214213,151,367.655288
-6.027314,151,367.854653
-104.880438,52,367.923924
-118.521039,127,368.097884
-120.021155,140,368.283959
-101.401663,16,368.304728
15.072402,151,368.501608
15.960929,151,368.719337
-109.697374,69,368.820805
-102.500035,60,368.899196
-87.891624,112,369.063603
325.215456,151,369.270483
-111.574922,49,369.344291
-102.581865,19,369.378201
15.918217,151,369.605701
20.603889,57,369.686495
1.640545,151,369.906084
-21.507382,151,370.113702
1.158391,151,370.316231
-111.258536,79,370.418327
-52.181418,151,370.652091
-113.240601,46,370.71818
-117.727487,62,370.806079
325.193631,151,371.019428
-103.812726,14,371.03897
-103.482414,19,371.064957
-103.897508,21,371.092139
-5.868189,151,371.293285
-29.078696,151,371.498483
-87.412004,122,371.681137
-116.661422,57,371.758415
-103.202785,73,371.853969
8.298354,151,372.051663
-99.594776,80,372.154122
-104.247338,104,372.291902
15.959895,151,372.487582
-104.801554,51,372.553158
15.468727,151,372.751885
-29.413351,151,372.94912
-106.212748,33,372.990087
-108.98716,38,373.041222
324.988103,151,373.237606
8.394816,151,373.432236
-45.142493,151,373.656846
-113.623083,57,373.735123
-107.077064,50,373.800373
-52.214078,151,373.995802
-94.41521,106,374.134017
-6.695013,151,374.336802
-21.83359,151,374.53341
-88.129423,110,374.692249
-29.359654,151,374.889185
-51.92062,151,375.086719
-104.748408,34,375.131677
15.684378,151,375.326774
8.383027,151,375.522412
-125.984619,108,375.667405
-107.397382,83,375.776949
-104.463333,14,375.793036
15.606904,151,375.98986
16.062827,151,376.184685
8.81042,151,376.37832
-105.088094,22,376.406042
-105.261494,123,376.567168
-127.99924,145,376.764254
-92.928067,127,376.937279
325.407735,151,377.14731
-14.327045,151,377.334588
136.94882,111,377.473524
-44.166335,151,377.665197
-29.607133,151,377.853401
-112.084588,42,377.907575
-14.749776,151,378.096424
-99.740892,85,378.206541
-119.272994,79,378.308794
-111.642095,61,378.385909
-52.838258,151,378.580691
-6.578416,151,378.775526
-15.656741,151,378.982448
-6.1057,151,379.183612
-13.761652,151,379.410671
-14.480331,151,379.638708
-36.607056,151,379.850788
-45.21799,151,380.058645
-45.102899,151,380.261602
-99.699615,66,380.352116
117.622401,102,380.494568
0.203541,151,380.704097
8.355177,151,380.898577
-6.762979,151,381.099582
8.541332,151,381.289534
-102.98668,67,381.37556
-28.507965,151,381.56482
-30.060621,151,381.76472
15.640444,151,381.958399
-13.510281,151,382.172204
-93.002568,70,382.27271
-43.659218,151,382.470993
-37.488837,151,382.667944
8.46289,151,382.86474
325.393682,151,383.077279
-93.775159,113,383.239504
-99.592406,78,383.339725
-44.520591,151,383.536861
-97.25536,51,383.603434
-93.837482,106,383.742486
-106.161065,33,383.789414
-101.900423,43,383.846988
-92.223288,149,384.039274
-99.233973,113,384.181804
-118.317604,76,384.277083
-103.416458,76,384.37058
-110.564122,111,384.508661
-36.514286,151,384.697699
-92.591494,69,384.784179
-103.187946,23,384.813902
-96.800199,58,384.88855
-94.034548,101,385.016773
-7.311263,151,385.204309
-13.682356,151,385.391483
-13.983645,151,385.59723
-107.45631,80,385.710398
325.006286,151,385.919391
-21.662224,151,386.133913
-99.79134,35,386.18763
-51.270486,151,386.394613
-107.387324,80,386.512537
-106.814453,146,386.718091
-103.860291,28,386.755735
-117.044408,59,386.830047
-97.678365,43,386.915104
-43.601292,151,387.116742
-106.248771,33,387.161935
-37.244801,151,387.361554
-6.548669,151,387.591055
-96.709948,60,387.680715
-104.15213,18,387.708407
-96.575853,60,387.795105
-104.659341,103,387.934176
-29.111187,151,388.143715
325.445651,151,388.334367
-108.324484,93,388.449987
-112.186692,139,388.642651
-99.1532,95,388.776345
-109.469503,103,388.914577
-36.778804,151,389.12783
-116.031561,67,389.215075
-52.566684,151,389.429903
-91.85006,77,389.533996
15.990429,151,389.734674
-119.461807,139,389.915347
-105.839391,63,390.000019
-117.713932,52,390.067083
-37.001396,151,390.261185
-7.098716,151,390.458675
0.849531,151,390.660205
-113.016282,55,390.731984
-93.077965,119,390.877901
-107.603809,27,390.913505
-29.250066,151,391.103054
-29.625449,151,391.29267
15.338222,151,391.480142
-117.093941,51,391.545964
-103.345152,75,391.643104
-99.812363,37,391.688468
-102.510323,28,391.724684
-13.688161,151,391.9207
-29.65929,151,392.115809
-112.308434,135,392.292137
15.239274,151,392.488773
-36.993275,151,392.683969
-121.364482,74,392.78059
-92.54081,132,392.958025
-108.458095,30,392.998349
-109.863251,69,393.082823
9.102189,151,393.274264
-103.457938,76,393.372021
-109.342282,103,393.508862
-14.482728,151,393.708602
0.269895,151,393.933457
-45.322542,151,394.139866
-107.11361,30,394.180685
-102.443514,27,394.220699
-28.878393,34,394.26846
-118.121214,75,394.365457
-103.502516,19,394.391527
324.364764,151,394.584731
-99.447714,112,394.732356
-22.030672,151,394.936168
-29.150415,151,395.137963
-51.424175,151,395.340432
-103.748487,84,395.457949
-87.211491,125,395.644689
-13.937641,151,395.853987
-108.301273,88,395.976173
-111.998492,63,396.056622
-112.624056,53,396.129148
-115.884786,55,396.203183
-93.183749,66,396.290425
-101.953795,11,396.304545
-6.225178,151,396.507631
325.293639,151,396.713938
15.663583,151,396.930743
-92.831378,67,397.02257
-108.357486,44,397.081114
16.073065,151,397.280729
-101.297185,32,397.326994
-22.029191,151,397.541683
-111.191526,39,397.597461
-106.01956,137,397.784539
-13.746064,151,397.992885
-99.657802,80,398.092367
-21.989236,151,398.329606
-106.508202,46,398.404436
-109.197941,39,398.463063
-118.203256,95,398.589266
-28.997409,151,398.801539
-116.70348,87,398.922995
-113.523535,47,398.990322
-103.157768,14,399.007812
325.191359,151,399.224062
-117.042442,70,399.319145
-29.957624,151,399.525669
-111.489635,40,399.578662
-91.556193,81,399.686206
-102.325177,13,399.705018
-85.231628,137,399.904116
-98.713324,141,400.109171
-101.98945,22,400.141517
-94.053573,57,400.218691
1.341675,151,400.423693
138.933261,112,400.572008
-102.905287,16,400.592557
-103.790091,42,400.647069
15.813976,151,400.844296
-44.530991,151,401.044351
-51.758856,151,401.245738
-92.942021,122,401.404467
-106.116157,33,401.448579
325.423648,151,401.645039
-14.171595,151,401.846727
-14.098334,151,402.050187
-21.890774,151,402.250307
1.299282,151,402.450198
-36.704818,151,402.637917
-44.086631,151,402.82527
-104.55093,100,402.950508
-102.565983,57,403.023693
-104.187796,18,403.045318
-116.852087,71,403.133808
-95.299555,86,403.24368
-95.82981,41,403.295014
0.529687,151,403.484244
-51.850417,151,403.677325
-102.245942,25,403.7091
16.461151,151,403.897529
-44.143526,151,404.102679
-112.407722,37,404.149312
-102.52844,56,404.219999
9.414864,151,404.428266
-35.821978,151,404.635155
-99.45377,106,404.774951
-84.28236,144,404.963258
-13.776443,41,405.018074
-95.875285,40,405.067971
-52.178734,151,405.255408
-106.584554,35,405.298983
0.981813,151,405.486335
-99.562769,140,405.661503
-14.545143,151,405.849287
-51.496233,151,406.03993
-14.159856,151,406.227068
-99.061219,111,406.368572
0.263584,151,406.557171
-13.608741,151,406.748734
0.708231,151,406.94693
-124.713178,129,407.11225
-44.906811,151,407.310067
16.572135,151,407.505318
-7.411625,151,407.703486
-119.489877,135,407.877265
-21.753008,151,408.072264
-98.227925,33,408.116353
16.241466,151,408.311098
-45.093901,151,408.507128
-109.713362,51,408.572883
325.297992,151,408.769491
-97.488341,25,408.802183
-94.627728,99,408.931384
-112.083897,84,409.04086
-45.075886,151,409.235967
-109.396025,66,409.323951
-92.236459,75,409.421617
-92.958487,124,409.58102
-107.003995,37,409.631252
-95.905768,74,409.729237
115.445793,101,409.859558
-44.443648,151,410.055196
-108.409215,35,410.101201
-97.381157,47,410.164309
-103.898184,95,410.28797
-110.301542,36,410.337512
-21.517309,151,410.532282
1.490742,151,410.729915
-101.155892,29,410.768463
-115.04079,52,410.836228
-14.482971,151,411.031564
15.890024,151,411.233904
7.904324,151,411.450639
-52.58373,23,411.486274
-114.923098,78,411.602769
-107.656977,27,411.639943
-105.265237,122,411.805549
16.918461,151,412.012836
-117.449029,60,412.092733
-94.366638,105,412.243482
-37.412695,151,412.481306
-95.472907,82,412.609456
-102.358516,9,412.619952
-105.335784,56,412.701759
-99.86272,22,414.254463
7.775978,151,423.153721
