#{"t_start": 1682011751.0362039, "env_id": null}
r,l,t
-109.541054,21,8.394871
-149.676727,11,8.397607
-130.399767,21,8.405059
-171.132191,33,8.412046
-148.808275,12,8.41495
-229.701057,39,8.423016
-148.270042,10,8.425994
-152.286555,11,8.428841
-185.054563,33,8.435589
-99.210584,11,8.43833
-152.014434,79,8.455189
-147.783871,12,8.457968
-149.54844,11,8.460731
-150.363545,12,8.463598
-157.594994,12,8.467053
-135.415637,53,8.478136
-103.170782,10,8.480625
-250.343506,47,8.490002
-148.325896,47,8.500026
-301.302759,75,8.515023
-117.365075,25,8.520325
-228.992557,41,8.529029
-97.642353,13,8.532536
-147.776387,12,8.535473
-107.84746,10,8.538017
-102.86351,11,8.540668
-148.543784,12,8.544011
-484.506639,151,8.574959
-143.132014,50,8.585562
-165.033276,33,8.592446
-168.656886,18,8.596753
-97.899258,12,8.599678
-150.746014,18,8.603695
-216.174469,75,8.618717
-108.251107,23,8.626574
-159.335052,14,8.629953
-151.434964,24,8.635362
-151.230084,10,8.637763
-160.933922,36,8.646169
-105.444007,10,8.64875
-100.704446,10,8.651206
-166.989378,24,8.656271
-108.648879,10,8.659328
-294.810056,91,8.677474
-168.585718,16,8.681153
-170.466591,71,8.694977
-106.653322,10,8.697864
-104.238794,10,8.700273
-98.836551,10,8.702819
-166.034638,27,8.708446
-151.166243,12,8.711688
-120.009573,22,8.716386
-163.05255,14,8.719634
-157.783987,10,8.722054
-100.123393,10,8.724875
-134.067454,56,8.736186
-100.775927,10,8.738643
-154.529063,13,8.741701
-101.807225,10,8.744484
-375.933998,94,8.763275
-172.403903,33,8.770363
-101.870638,13,8.773315
-157.21619,13,8.776649
-100.634232,25,8.781967
-102.965371,11,8.78466
-100.889099,10,8.787111
-95.693668,28,8.793201
-102.714098,10,8.795666
-99.572659,10,8.798135
-139.622382,25,8.803514
-165.77417,16,8.80742
-109.684676,22,8.81217
-100.002294,10,8.814586
-152.615693,15,8.818083
-106.473627,10,8.820922
-102.315799,10,8.823451
-99.372398,10,8.825852
-148.057598,15,8.829337
-100.148676,10,8.832181
-208.144929,47,8.841754
-102.107582,10,8.84419
-131.883157,26,8.856315
-150.836181,13,8.860055
-100.677939,10,8.862551
-148.247393,10,8.865053
-186.935796,63,8.877771
-97.044916,20,8.882718
-105.09921,11,8.885375
-219.717469,37,8.89308
-100.639593,10,8.895586
-196.634686,18,8.899857
-189.905983,63,8.9129
-154.088395,69,8.926973
-171.402405,34,8.934166
-134.673555,18,8.938635
-177.533497,62,8.951482
-100.949763,10,8.954141
-224.358325,30,8.960745
-113.129147,30,8.96785
-118.26303,12,8.970927
-150.120129,10,8.973551
-153.802276,10,8.976125
-120.750558,10,8.979114
-176.839491,35,8.986721
-178.040467,79,9.003234
-235.571914,46,9.013477
-149.296066,13,9.017164
-99.632215,13,9.020384
-166.692771,82,9.03861
-212.081881,62,9.051477
-192.88285,25,9.057242
-166.376192,14,9.060533
-149.191097,10,9.062993
-171.543198,36,9.070478
-150.932065,10,9.073522
-100.315455,24,9.085432
-99.58401,11,9.088235
-109.632197,12,9.091189
-299.207719,30,9.098831
-259.081531,25,9.10428
-152.576254,66,9.118067
-98.270262,10,9.120559
-104.648102,24,9.126377
-189.710885,25,9.131937
-112.42932,23,9.136976
-279.344195,85,9.153695
-161.286878,35,9.161572
-99.212813,13,9.164685
-116.745388,13,9.167747
-158.179504,36,9.175356
-109.355641,10,9.178354
-186.996271,72,9.193184
-100.706325,10,9.19579
-101.877165,25,9.201216
-322.592062,78,9.21767
-167.67875,43,9.227269
-113.245235,10,9.229753
-148.375722,44,9.238922
-193.662691,47,9.249092
-172.795571,38,9.257194
-99.570524,10,9.259786
-154.827484,62,9.2723
-103.62227,22,9.277851
-105.65297,26,9.28351
-166.249956,12,9.286411
-151.190739,10,9.289155
-151.476961,13,9.292661
-161.342731,11,9.295421
-197.46357,58,9.314121
-213.698631,58,9.326876
-153.188807,10,9.330193
-150.824688,11,9.333064
-401.361228,94,9.353077
-292.444034,102,9.374428
-167.558009,39,9.383382
-147.125057,17,9.387326
-160.149591,22,9.392605
-99.962154,25,9.398337
-119.376783,22,9.403964
-154.782985,27,9.410142
-244.124334,45,9.420313
-397.914481,71,9.435488
-126.539355,37,9.444293
-131.612098,72,9.459466
-141.39158,60,9.472341
-208.237664,57,9.484295
-99.081717,10,9.487459
-153.525539,21,9.492251
-150.067947,13,9.495431
-106.955803,10,9.497999
-149.755638,12,9.501404
-98.11101,14,9.504704
-152.818506,14,9.508146
-130.360479,21,9.513174
-98.492536,11,9.516537
-152.746561,11,9.519202
-107.049658,55,9.530562
-102.878807,11,9.533283
-106.285442,10,9.538713
-198.430765,96,9.55975
-101.0641,12,9.562971
-152.023367,10,9.565544
-129.479565,22,9.571087
-155.752242,16,9.574989
-123.37992,11,9.578324
-212.628244,40,9.586649
-102.290689,11,9.590038
-171.647738,26,9.596203
-156.219639,16,9.600006
-255.99036,48,9.610152
-99.753836,11,9.61353
-149.235834,10,9.616073
-156.016939,10,9.618476
-162.096592,33,9.625597
-113.642123,14,9.629651
-180.830242,28,9.636222
-114.699575,10,9.638737
-101.002147,34,9.646606
-189.968272,29,9.653831
-165.752354,11,9.656775
-104.715215,10,9.65973
-135.140759,35,9.667624
-100.332813,34,9.676697
-161.286413,17,9.680763
-150.618843,11,9.683625
-157.195175,35,9.69138
-341.087868,67,9.7061
-183.872867,22,9.711679
-221.109763,59,9.72463
-107.536817,11,9.727489
-168.260841,32,9.735061
-120.888409,34,9.742421
-180.153912,17,9.74627
-248.943805,26,9.751916
-113.131725,11,9.75508
-218.573419,49,9.765801
-123.381684,11,9.768499
-256.620465,60,9.78465
-99.748771,11,9.787823
-132.054349,23,9.793777
-178.382183,22,9.798896
-153.230608,70,9.814608
-161.712862,26,9.820727
-152.481009,15,9.824617
-179.644822,32,9.831715
-148.713137,10,9.834337
-150.707311,11,9.837496
-594.804518,114,9.862075
-166.305391,15,9.86568
-156.966144,12,9.868528
-143.622815,27,9.875156
-153.622195,11,9.877893
-148.342844,14,9.881251
-113.123201,32,9.888094
-247.730197,61,9.902365
-300.21284,65,9.915834
-105.566434,11,9.918624
-113.105974,13,9.921644
-256.939506,54,9.933136
-106.465121,14,9.936468
-157.745343,33,9.943998
-119.309062,24,9.949145
-127.285694,45,9.959209
-103.866528,25,9.964793
-152.264296,10,9.967333
-98.557882,11,9.970044
-165.313628,16,9.974401
-98.6081,10,9.976843
-160.327607,27,9.982455
-153.301645,11,9.985137
-130.495958,57,9.997283
-178.585175,46,10.009524
-103.768715,23,10.014661
-195.882444,29,10.020758
-163.726074,11,10.024014
-114.581232,17,10.028093
-176.594189,99,10.048793
-98.734848,10,10.05135
-160.347975,10,10.054274
-172.349592,28,10.060779
-120.438991,33,10.06767
-100.497223,11,10.070318
-115.122482,36,10.078635
-203.642283,44,10.087592
-151.771102,35,10.095004
-152.337622,13,10.098106
-109.341054,10,10.100989
-178.424138,60,10.114017
-174.472599,38,10.121961
-162.120206,15,10.125471
-122.104171,33,10.132963
-100.749436,10,10.135435
-155.598739,47,10.145438
-100.035619,12,10.148273
-110.61147,11,10.151444
-97.628544,12,10.154247
-98.09816,11,10.156809
-101.543484,16,10.16037
-104.539195,13,10.163831
-102.580368,12,10.166809
-150.652891,14,10.16995
-342.57202,46,10.179625
-104.031605,23,10.185
-101.314543,10,10.187458
-395.205512,47,10.196984
-150.072874,14,10.200194
-160.710966,28,10.206618
-103.893949,10,10.209089
-178.002349,11,10.211739
-158.737595,10,10.214121
-396.55086,72,10.231714
-114.458177,11,10.234602
-120.568797,49,10.244721
-103.702716,11,10.247404
-197.854479,70,10.261871
-107.05809,25,10.267265
-164.120286,50,10.277544
-184.651855,62,10.289894
-151.911556,10,10.292901
-177.066247,35,10.300159
-100.718579,10,10.302737
-198.637645,112,10.324379
-116.144755,52,10.335457
-132.470811,35,10.342688
-98.204163,11,10.345323
-156.953597,10,10.347728
-182.631625,63,10.360569
-282.085352,103,10.380992
-150.801284,11,10.383574
-127.927523,26,10.388999
-157.328365,15,10.392782
-149.358066,11,10.395424
-115.374635,11,10.39803
-99.74255,11,10.400634
-184.444543,47,10.410799
-108.740794,10,10.413153
-98.397014,10,10.415878
-221.575699,68,10.430055
-209.186816,41,10.439421
-114.590785,35,10.449953
-151.98699,10,10.452543
-152.003488,13,10.455493
-151.33237,10,10.458404
-217.127766,23,10.464238
-102.792721,21,10.468875
-176.451413,22,10.473776
-104.775278,22,10.479398
-103.831507,10,10.482095
-181.057076,16,10.485786
-104.204631,26,10.491555
-156.139564,20,10.496355
-109.276143,40,10.504619
-141.241553,21,10.509236
-237.871681,46,10.518708
-99.310735,10,10.521557
-106.376552,12,10.52445
-127.058819,38,10.532457
-98.443556,11,10.535204
-98.739103,11,10.538239
-170.029592,56,10.549647
-121.158518,37,10.557249
-142.200408,65,10.570497
-98.27489,10,10.573635
-152.481229,28,10.579865
-149.790416,10,10.582514
-117.700431,33,10.589834
-236.199617,100,10.611964
-110.267372,11,10.615237
-100.001816,10,10.617719
-156.375302,11,10.620491
-280.031947,37,10.629678
-154.677743,10,10.632584
-256.91382,32,10.639583
-110.136198,35,10.647383
-148.65464,11,10.650728
-121.916082,46,10.660668
-212.3007,26,10.666451
-104.523095,23,10.671611
-151.763266,10,10.677498
-97.149389,15,10.680913
-121.094069,53,10.692419
-100.412906,14,10.695924
-647.79503,88,10.714788
-348.252378,51,10.725621
-134.977884,80,10.742149
-110.938011,10,10.744689
-182.484193,31,10.751608
-100.285353,10,10.75405
-167.072882,10,10.756521
-107.346512,30,10.762726
-124.079301,25,10.768379
-371.361503,94,10.787237
-111.332404,34,10.794217
-112.27639,15,10.797519
-205.009057,29,10.803911
-102.224588,10,10.80633
-226.768501,48,10.815887
-134.094785,48,10.825554
-106.678731,21,10.830511
-184.828564,34,10.837608
-125.099315,62,10.850173
-703.946069,108,10.871899
-149.719776,10,10.874903
-105.573307,11,10.877589
-149.177842,10,10.880021
-171.304484,21,10.88464
-194.19304,25,10.892699
-142.148269,46,10.902766
-172.062151,59,10.914929
-100.400212,10,10.917371
-162.362717,56,10.929394
-95.739452,22,10.934157
-130.015627,26,10.939705
-97.946112,11,10.942493
-250.511949,37,10.950709
-99.39993,11,10.953412
-104.16551,10,10.955941
-100.483537,10,10.958475
-151.485927,79,10.974377
-952.077141,102,10.994769
-246.654655,35,11.002153
-98.891571,11,11.004855
-99.343412,10,11.007573
-101.536846,10,11.010034
-100.950595,10,11.012412
-148.517971,38,11.020441
-161.323094,10,11.023215
-391.401028,72,11.037422
-158.766951,78,11.052742
-106.844605,47,11.062445
-125.746232,27,11.06852
-101.579315,12,11.071414
-149.294105,23,11.076371
-157.012365,11,11.07916
-129.31483,32,11.086034
-149.80904,10,11.088447
-149.431054,13,11.09165
-102.818627,11,11.094247
-194.311542,39,11.102977
-109.173535,43,11.114713
-201.527209,48,11.124525
-306.94368,74,11.141172
-273.522783,36,11.149925
-188.279341,33,11.157197
-172.799037,25,11.163331
-167.728421,43,11.172948
-169.373582,51,11.184453
-101.55548,11,11.187419
-384.030061,72,11.203758
-101.938778,10,11.206531
-250.512249,40,11.216114
-150.649062,11,11.218971
-151.3596,16,11.222773
-116.865878,11,11.225807
-156.109773,23,11.231866
-105.064932,10,11.234505
-117.67907,32,11.242018
-120.468793,21,11.246802
-316.4497,118,11.272503
-105.024366,32,11.279408
-103.144386,15,11.282862
-176.023227,20,11.287185
-314.673759,118,11.311024
-152.126109,10,11.31355
-130.86787,73,11.328434
-155.791104,22,11.335819
-101.386414,11,11.339075
-101.918446,10,11.341695
-107.314196,23,11.346799
-527.726072,102,11.367474
-169.137152,26,11.373599
-460.031879,84,11.390954
-294.765805,44,11.400211
-260.905274,63,11.413143
-101.61849,10,11.416191
-151.846362,11,11.418933
-100.577269,12,11.421826
-99.464441,10,11.424321
-99.046466,17,11.42878
-99.099318,10,11.431185
-108.104633,10,11.433614
-130.458408,23,11.438876
-104.496153,21,11.4442
-117.563065,47,11.453743
-199.465496,34,11.461214
-122.933062,51,11.471181
-236.59543,50,11.481976
-150.319557,17,11.485931
-107.31309,21,11.490484
-149.828597,11,11.493109
-161.652035,11,11.496226
-101.572727,26,11.501848
-105.0073,13,11.504893
-106.88394,10,11.507352
-95.234156,50,11.518057
-114.516189,12,11.520921
-154.181879,16,11.524591
-114.386899,23,11.529705
-156.437732,44,11.539144
-154.128918,14,11.542423
-159.077517,30,11.548682
-159.901121,39,11.559235
-170.641685,36,11.567612
-303.79225,62,11.580704
-157.11633,11,11.583343
-183.107223,70,11.597745
-166.12455,10,11.600757
-143.17153,25,11.606241
-98.265281,10,11.608838
-178.834678,34,11.61612
-150.501743,10,11.618986
-155.07832,71,11.63348
-400.724111,68,11.647061
-159.922907,15,11.650503
-110.081123,25,11.656317
-352.543853,55,11.667686
-153.075817,16,11.671247
-262.45807,52,11.681647
-338.560761,55,11.693547
-104.525521,10,11.696013
-155.281647,34,11.702932
-105.442457,25,11.708294
-99.077703,11,11.711272
-101.494496,10,11.7139
-117.610604,23,11.719034
-112.348087,13,11.721971
-156.583084,10,11.724865
-101.276664,10,11.727379
-148.379876,10,11.729826
-158.96411,10,11.732312
-199.228279,71,11.747155
-98.202948,10,11.749743
-521.705062,90,11.767606
-149.448312,32,11.776468
-213.037362,91,11.795963
-105.706438,11,11.798744
-150.931762,11,11.801527
-223.208876,56,11.813102
-156.878908,11,11.816329
-108.823353,23,11.821425
-176.70818,28,11.82754
-160.819011,11,11.830265
-157.215728,99,11.850779
-104.380064,36,11.857959
-107.93646,11,11.860646
-179.384327,13,11.863768
-303.086974,55,11.875078
-184.221726,71,11.889742
-100.956383,10,11.892313
-112.22806,12,11.89518
-140.110576,56,11.907133
-639.69012,96,11.926697
-123.980639,33,11.933745
-160.221925,25,11.939147
-108.964787,41,11.947878
-109.49023,36,11.955472
-149.329314,10,11.958089
-101.789174,10,11.960691
-685.471757,115,11.984581
-842.539063,115,12.473344
-281.703634,25,12.496324
-342.825087,45,12.539613
-1044.524799,51,12.58673
-666.777107,66,12.64972
-65.804891,151,12.791142
-177.703357,54,12.840667
-192.793423,40,12.878803
-166.196724,38,12.914503
-100.880412,17,12.930033
-234.630989,72,12.997878
-1900.562803,71,13.064006
-152.324738,19,13.079979
-224.171115,40,13.11683
-162.70548,31,13.145747
-158.170122,22,13.167899
-190.881992,36,13.200513
-1802.256033,151,13.337411
-286.190616,102,13.434596
-66.729256,151,13.578788
-227.13954,76,13.649821
-100.398569,16,13.665107
-122.819884,106,13.764204
-226.615414,65,13.82653
-343.837984,123,13.942713
-152.77458,58,13.997103
-213.555574,53,14.044358
-355.350293,91,14.130491
-426.994515,66,14.189023
-96.549464,16,14.203042
-179.203594,151,14.34282
-146.396159,43,14.383243
-206.205752,78,14.453706
-102.94907,52,14.501456
-105.5054,19,14.519011
-96.431197,35,14.553174
-157.1099,49,14.600773
-596.344884,151,14.746985
-100.920991,12,14.75907
-842.211959,151,14.899649
-166.559502,29,14.927177
-121.459693,93,15.007902
-490.823377,88,15.086418
-140.451736,151,15.230808
-186.748683,87,15.305601
-144.354965,81,15.380611
-135.991675,106,15.483196
-159.956863,46,15.527862
-156.952438,62,15.58361
-155.093195,28,15.609622
-179.807537,54,15.659624
-279.313442,63,15.715785
-300.03222,112,15.818366
-219.83569,113,15.921747
-244.345885,74,15.986908
-132.410104,34,16.020269
-179.418849,46,16.061867
-249.455726,86,16.145911
-98.596926,19,16.162725
-277.883212,151,16.299757
-164.401511,48,16.34348
-140.239776,71,16.406299
-150.051462,53,16.45311
-238.42779,66,16.513253
-222.490757,104,16.60691
-135.206577,56,16.656458
-87.731895,79,16.726
-261.114187,72,16.791309
-765.23246,151,16.927626
-187.733603,34,16.959591
-166.38145,86,17.042016
-160.643483,14,17.057318
-245.640315,151,17.194357
-152.193365,74,17.261487
-186.089534,61,17.317979
-201.364931,66,17.380077
-388.382324,80,17.452053
-147.296733,40,17.488084
-131.211175,65,17.546523
-146.101793,20,17.565128
-198.870039,34,17.596056
-100.868752,15,17.610589
-137.016009,49,17.655272
-364.489532,103,17.751628
-187.843774,34,17.784172
-137.511305,151,17.919853
-137.915477,55,17.973831
-142.415587,42,18.013479
-275.201377,151,18.14937
-178.309852,50,18.196095
-274.14335,151,18.333157
-419.72115,151,18.468289
-149.628392,18,18.485547
-863.191375,151,18.625471
-443.008828,65,18.68352
-162.176953,13,18.695774
-174.016601,17,18.71073
-194.969712,79,18.784712
-170.39247,104,18.88425
-190.928196,67,18.944926
-293.509763,71,19.006171
-108.587576,19,19.022091
36.623744,151,19.15279
-180.187253,75,19.217336
-225.300991,37,19.250245
-498.555874,75,19.318099
-332.167067,151,19.465811
-97.917019,30,19.49548
-183.619371,75,19.562979
-134.426537,31,19.591168
-130.000981,151,19.722563
-156.112284,59,19.778263
-107.657556,12,19.790448
-203.005911,38,19.82703
-99.210559,12,19.837983
-346.86183,56,19.889108
-634.895702,102,19.978731
-143.253277,114,20.082289
37.678844,151,20.214665
-91.257651,34,20.245688
-101.032561,31,20.272661
-114.609381,130,20.38211
-155.787584,21,20.400045
-142.339564,99,20.497794
-178.620063,45,20.541029
-110.784727,59,20.591977
-172.492675,55,20.639239
-106.739466,14,20.651156
7.622483,151,20.801991
-120.411332,16,20.816358
-136.228566,65,20.874987
-86.240896,95,20.969806
-164.959107,136,21.100467
-143.035647,116,21.207418
-165.686143,24,21.231027
-135.184438,57,21.28417
-222.413154,136,21.422276
-144.876419,123,21.533891
-215.496285,124,21.651181
-147.651967,40,21.689888
-153.575353,57,21.746163
-137.361871,91,21.829879
-126.278774,90,21.912776
-161.734208,50,21.96129
-157.630696,28,21.988724
-165.978817,28,22.015652
-89.357393,46,22.058422
-193.779442,108,22.157441
-191.974683,57,22.210011
-169.755317,57,22.263284
-4.963871,151,22.40511
-191.755075,98,22.493114
-194.138333,38,22.528894
-140.279812,109,22.63661
-190.371285,71,22.702652
-166.288548,59,22.757432
-189.113466,71,22.821119
-156.394689,38,22.857331
-167.391057,14,22.869616
-149.553844,91,22.958741
-189.001797,43,23.000459
-621.948905,151,23.146544
-136.073733,37,23.180531
-243.265393,122,23.289786
-157.491424,12,23.300958
-148.21613,22,23.321838
-100.746724,55,23.373872
-316.704872,139,23.503293
-273.28485,99,23.604318
-206.160185,38,23.641687
-94.806069,29,23.667649
-148.808744,24,23.689847
-160.717698,44,23.730814
-387.613351,55,23.783048
-174.646521,27,23.806991
-162.397209,24,23.830093
-224.266595,111,23.935389
-263.909429,106,24.033485
-249.016754,76,24.102867
-95.195198,28,24.129033
-169.263762,151,24.268044
-97.060525,14,24.282565
-148.311083,17,24.298443
31.806847,151,24.436637
-157.639154,151,24.579698
-98.989769,16,24.594334
-26.56685,151,24.733851
-252.514862,75,24.803239
-145.755414,19,24.820697
-99.954515,12,24.831649
-170.81429,73,24.897652
-141.868358,49,24.942474
-92.531261,39,24.978772
-173.436853,92,25.063185
-139.807118,58,25.116597
-132.106106,33,25.146887
-168.628809,72,25.211922
-149.402031,36,25.244688
-142.504956,58,25.297478
-101.032239,37,25.335172
-148.637191,10,25.343736
-149.797131,36,25.378897
-96.778578,36,25.412851
-153.353423,78,25.485451
-177.192624,29,25.511929
-169.009419,109,25.608197
-122.324192,111,25.709872
-146.420657,34,25.741695
-241.37315,126,25.856911
-151.933616,47,25.900875
-139.404377,59,25.953942
-168.357396,29,25.982122
-123.940996,97,26.0681
-164.275027,49,26.11202
-2.355114,151,26.24685
-162.414077,114,26.354963
-142.462394,54,26.404524
-155.511118,24,26.426682
-215.837011,41,26.463704
-173.245253,30,26.492219
-2.562264,151,26.625315
-104.767349,16,26.640327
-149.383384,53,26.689431
-83.653104,60,26.743925
-151.690436,86,26.820909
-59.005492,151,26.957791
-141.897701,43,26.996842
-127.761691,129,27.10961
-124.330656,121,27.220624
-158.0238,29,27.247589
-102.008355,11,27.258276
-85.012285,64,27.316162
-104.647357,24,27.338204
-177.802255,100,27.428482
-150.871591,41,27.465519
-70.029238,108,27.562884
-159.091264,20,27.581294
-167.908536,14,27.595379
-117.328795,21,27.613945
-197.355669,117,27.718709
-137.661177,95,27.806894
-153.328215,99,27.89876
-142.524044,30,27.925326
-126.473422,88,28.007493
-100.636215,72,28.078066
-248.476558,78,28.161523
-174.4586,77,28.233888
-97.362808,57,28.287316
-231.609897,151,28.428012
-173.617094,92,28.510319
-144.673015,23,28.532037
-182.843252,73,28.598171
-152.963345,40,28.63411
-90.980272,61,28.689868
-243.593119,143,28.822334
-117.904817,151,28.958985
-185.194631,79,29.03351
-1133.553728,112,29.13835
-145.189337,113,29.239869
-95.922626,49,29.283996
-170.583162,116,29.387769
-150.724617,79,29.460939
-170.319822,55,29.511531
-163.091684,97,29.600188
42.09431,151,29.737387
-143.845422,89,29.81771
-83.100549,64,29.874976
-131.978049,119,29.988764
-242.723961,97,30.076734
-236.36741,147,30.209373
-18.287317,151,30.343408
-179.248666,53,30.394163
-192.113414,70,30.457428
-117.187605,52,30.505531
-90.326293,65,30.564872
-229.580714,92,30.64772
-181.741263,42,30.686247
-150.371509,43,30.726472
-78.770061,151,30.865876
-210.40365,99,30.960026
-104.653641,29,30.985295
-171.702776,60,31.03768
-111.332524,50,31.082545
-158.596317,86,31.159521
-180.261133,146,31.292062
-21.895394,151,31.431095
-217.722152,122,31.540375
-140.182974,91,31.624277
-142.863632,106,31.719197
-158.430004,25,31.742593
-149.463442,20,31.760581
-133.233683,123,31.876753
-166.372872,91,31.958401
-151.141204,114,32.062149
-107.636529,93,32.145577
-121.407578,88,32.225877
-111.840055,61,32.279753
-97.917462,19,32.297678
-232.645443,147,32.429218
-163.433634,21,32.448308
-149.641157,31,32.476351
-69.824289,109,32.574207
-150.74804,56,32.62623
-161.72742,44,32.666074
-287.527281,77,32.741963
-171.274371,31,32.769983
-146.574494,60,32.824285
-112.729805,24,32.846625
-202.230724,82,32.918864
-156.162335,23,32.939973
1.713702,151,33.075896
-167.354034,49,33.123162
-162.740016,20,33.140869
-99.892329,52,33.187328
-167.755311,25,33.212167
-155.474874,15,33.227639
-88.225036,53,33.273728
-142.603143,66,33.335048
-177.844874,81,33.408021
-176.195591,80,33.480117
-164.379862,105,33.575352
-100.757234,24,33.600672
-172.17713,29,33.63056
-110.883837,39,33.666444
-86.121664,151,33.804163
-141.223743,85,33.878896
-139.215397,41,33.920771
-183.850485,43,33.958669
-153.027833,78,34.030135
-228.885549,89,34.107411
-142.280255,40,34.142725
-180.971656,115,34.24674
-150.720693,27,34.271862
-125.360405,90,34.351686
-85.120055,57,34.402745
-122.834502,109,34.505948
-151.900168,50,34.552631
-211.544285,117,34.656662
-130.799298,70,34.721347
-180.784312,62,34.776985
-154.977072,21,34.797764
-203.180381,104,34.890691
-146.485018,64,34.948215
-154.294957,143,35.073457
-146.884534,31,35.101883
-172.664063,33,35.13134
-177.869437,34,35.163098
29.823652,151,35.300682
-73.278363,151,35.439415
-150.13537,26,35.465999
-76.682978,151,35.601471
42.528768,151,35.73556
-119.6646,51,35.781987
-100.874516,21,35.800427
-309.625517,126,35.914011
-77.834584,121,36.023273
-151.355317,49,36.067326
40.228851,151,36.204819
-116.983365,50,36.250475
38.684964,151,36.409398
-163.324995,125,36.522754
-153.844678,93,36.606057
-96.895667,35,36.638348
-159.411575,85,36.715844
-98.052692,11,36.726306
-101.303091,11,36.735206
-194.428592,104,36.828884
-157.979694,80,36.900027
1.942252,151,37.035861
-137.683501,97,37.121132
-108.14571,91,37.203668
-126.098922,87,37.294117
-97.751009,50,37.338302
-146.957776,18,37.356074
-166.642645,72,37.420832
-137.842435,66,37.479986
-143.725433,65,37.540559
-100.922611,13,37.552355
-177.8537,66,37.611083
-139.188115,92,37.694264
-156.157464,21,37.714455
-93.141718,151,37.84833
-98.874785,15,37.86279
-269.990659,70,37.926943
-134.761061,33,37.956389
-92.969699,28,37.981824
-154.152032,122,38.090766
-165.030032,67,38.164663
-147.464458,40,38.204186
-167.89676,55,38.25537
-160.030491,21,38.274121
-156.104306,108,38.370177
-16.516456,151,38.507519
1.517603,151,38.643852
-108.254026,151,38.77678
-101.222449,69,38.839328
-132.196611,113,38.939337
-153.7064,87,39.01581
-149.804486,129,39.145148
-87.021187,66,39.203951
-161.277583,16,39.218527
-148.636182,45,39.257931
-158.873223,88,39.335375
-36.637246,151,39.469454
-153.796593,111,39.569856
-203.932199,41,39.605466
-129.567638,83,39.681043
-153.043273,40,39.717928
-189.405112,100,39.810414
-177.160147,130,39.926573
-139.3948,42,39.964175
-98.046148,91,40.058952
-150.933561,45,40.098079
-159.841748,23,40.119988
-150.836992,31,40.148415
-135.364797,55,40.197047
-168.688397,81,40.270698
12.125636,151,40.405803
-151.083239,19,40.423652
5.760273,151,40.560028
-146.026317,97,40.64663
-148.163977,80,40.718718
-164.105733,20,40.737127
-144.564678,43,40.776556
-64.827277,151,40.924292
-10.763426,151,41.059664
-147.330143,26,41.084052
-156.962175,89,41.164661
-113.511856,68,41.22562
-155.433357,27,41.250319
-147.559055,28,41.275638
-161.585623,30,41.302714
-129.578594,83,41.378043
-169.259087,32,41.407023
-111.996789,36,41.440182
-163.506452,96,41.526881
-125.065162,30,41.555322
-172.057488,32,41.584562
-129.962588,27,41.607272
-105.559841,10,41.618058
-98.133509,21,41.636285
-131.635193,68,41.696305
-154.33797,57,41.746885
34.36286,151,41.898746
28.394533,151,42.034281
-216.658119,93,42.117823
-141.230809,61,42.172774
-136.441216,97,42.262199
-127.653305,99,42.350382
-4.392031,151,42.484757
-146.325643,41,42.521343
-152.397766,48,42.565545
-109.216118,15,42.579892
-223.245841,109,42.676327
-249.094847,84,42.759905
-150.211753,46,42.804959
-198.338431,87,42.882097
-110.532624,48,42.923403
-156.590758,51,42.968252
-165.78425,60,43.022718
-193.000584,69,43.086149
-101.930174,26,43.109351
-117.506151,54,43.159546
33.874341,151,43.295461
-130.249143,115,43.398926
-87.210689,73,43.463863
-144.646055,66,43.524483
-100.473449,38,43.558571
-55.285356,151,43.701567
-187.465897,91,43.782543
-117.765137,74,43.847755
-125.098567,80,43.919885
-78.994547,79,43.990913
-159.601268,33,44.019874
-24.964824,151,44.153131
-164.132826,33,44.183479
-78.932833,91,44.264556
-98.292827,10,44.275
-86.619113,50,44.320001
-94.7304,47,44.363562
-171.428198,67,44.423728
-151.882559,56,44.474365
-126.346317,115,44.582681
-145.708221,40,44.620155
-175.348598,89,44.700248
-117.144847,102,44.791573
-127.421769,119,44.898061
-100.520341,10,44.907058
-160.213786,19,44.924599
-64.19487,151,45.061172
-160.430474,40,45.098141
-181.860247,142,45.248145
-62.465227,151,45.383098
-104.333448,115,45.496015
-8.112361,151,45.63065
-180.560272,83,45.703268
-93.903803,26,45.727877
-73.111029,151,45.865163
-16.871777,151,46.000198
-144.469324,47,46.043844
-148.488125,31,46.072834
26.030077,151,46.212135
-99.711944,15,46.225034
-116.335638,23,46.247659
-180.012305,43,46.287061
-170.647053,20,46.305317
-146.56385,36,46.338186
-94.621239,81,46.428308
-169.301642,19,46.448449
10.966769,151,46.595531
-102.979531,30,46.622341
-142.264611,74,46.689169
-82.150212,68,46.752042
-109.903767,16,46.768676
-127.86967,96,46.864713
-179.920503,89,46.946019
-154.987918,109,47.043362
-167.100816,58,47.097734
-117.727835,39,47.132469
-108.339465,151,47.27021
-191.282906,79,47.354311
-157.731703,45,47.399373
-106.514472,24,47.42251
-187.002611,51,47.471491
-92.504614,31,47.499476
-215.332433,115,47.601889
-153.076982,27,47.626754
-144.080652,84,47.703314
-147.421665,35,47.73459
-138.062485,48,47.778852
-140.705297,64,47.837931
-92.972903,29,47.865663
-180.964766,87,47.946931
14.506421,151,48.086196
-99.591287,18,48.101803
22.991663,151,48.237886
-147.740965,12,48.24908
